"ABBREV";"LABEL";"NAME";"DESCRIPTION";"DATA_TYPE";"NOT_NULL";"TYPE";"STATUS";"DISPLAY_NAME";"ONTOLOGY_REFERENCE";"BIBLIOGRAPHICAL_REFERENCE";"PROPERTY";"METHOD";"SCALE";"SCALE_UNIT";"SCALE_TYPE";"SCALE_LEVEL";"DEFAULT_VALUE";"MINIMUM_VALUE";"MAXIMUM_VALUE";"VARIABLE_SET";"SYNONYM";"ENTRY_MESSAGE";"CODED_VALUES";"NOTES"
;"LF";"leaf folder";"Causal agent: Cnaphalocrosis medinalis; Marasmia patnalis.\nSymptoms: Larvae consume the leaf tissue except the epidermis, causing typical white streaks. They create a leaf tube during later stages of feeding.";"integer";"FALSE";"observation";;"leaffolder";;"SES 4th Ed. 1996";;"Plant a susceptible and resistant check (if available) after every 10 test entries. replicate test entries three times if seed is available. Determine the percentage of damaged and folded leaves. Damaged leaves of the susceptible check should average at least 40% for the test to be considered valid. Use the following scale on the basis of the converted figures to place percentage of damaged leaves on a 0-9 scale.\nAt growth stage: 2-3 (greenhouse)\n3-9 (field)";"Scale (Damaged plants)\n\n0= No damage\n1= 1-10%\n3= 11-20%\n5= 21-35%\n7= 36-50%\n9= 51-100%";;"categorical";;;0;9;"stress";;"Greenhouse screening\nFor greenhouse screning, consider both the % of leaves with damage and the extent on each leaf. For each entry, first examine all of the leaves and rate each one from 0-3 as based on the extent of damage.\n\nBased on the number of leaves with each damage grade, compute as follows:\n\n% Rating (R) = (no. of leaves with damage grade of 1 x 100) 1/Total no. of leaves observed + (no. of leaves with damage grade of 2 x 100) 2/Total no. of leaves observed + (no. of leaves with damage grade of 3 x 100) 3/Total no. of leaves observed /6 \n\n\nCalculate as above for each test entry and the susceptible check. Then adjust for extent of damage in the susceptible check by: Adjusted % damage (D) rating = R of test entry/R of susc. check x 100\n\n\nthe overall damage rating (D) is converted to a 0-9 scale.";"Grade    Damage\n\n0    no damage\n1    up to 1/3 of leaf area scraped\n2    1/3 to 1/2 of leaf area scraped\n3    more than 1/2 of leaf area scraped\n\n\nScale    % Damage Rating (D)\n\n0    No damage\n1    1-10\n3    11-30\n5    31-50\n7    51-75\n9    more than 75";"added by consie"
;"LL";"leaf length";"Actual measurement of the leaf just below the flag leaf. Expressed in centimeters. [CO:rs]";"float";"FALSE";"observation";"active";"Leaf Length";"CO_320:0000267";"SES 4th editon 1996";;"Measure the penultimate leaf (i.e. highest leaf below the flag leaf) on the main culm, from the ligule to the tip of the blade, on five representative plants. Calculate average to nearest cm.\nCultivated species: measure at early reproductive stage.\nWild species: measure 7 days after anthesis. [RD:7.3.18]";"Measured in cm. [RD:7.3.18]";;"continuous";;;;;"morphological";;;;"weusebio"
"LL_SCOR_1_9";"LL";"leaf length";"Actual measurement of the leaf just below the flag leaf. Expressed in centimeters. [CO:rs]";"float";"FALSE";"observation";"active";"Leaf Length";"CO_320:0000267";"Crop Ontology";;"Measure the penultimate leaf (i.e. highest leaf below the flag leaf) on the main culm, from the ligule to the tip of the blade, on five representative plants. Calculate average to nearest cm.\nCultivated species: measure at early reproductive stage.\nWild species: measure 7 days after anthesis. [RD:7.3.18]";"1= Very short (<21 cm)\n3= Short (~30 cm)\n5= Intermediate (~50 cm)\n7= Long (~70 cm)\n= 9 Very long (>80 cm).";;"categorical";;;1;9;"morphological";;;;"added by weusebio"
;"LSc";"leaf scald";"The trait is scored for the plant response to the agent Monographella albescens (Microdochium oryzae) causing leaf scald. [CO:rs]\n\n\nSymptoms: The lesions occurs mostly near leaf tips, but sometimes starts at the margin of the blade and develops into large ellipsoid areas encircled by dark-brown, narrow bands accompanied by a light-brown halo.\n\nAt growth stage: 5-8.";"integer";"FALSE";"observation";"active";"Leaf Scald";;"Crop Ontology";;;"SCALE (Severity: % leaf area diseased)\n\n0= No disease observed\n1= Less than 1% (apical lesions)\n3= 1-5% (apical lesions)\n5= 6-25% (apical and some marginal lesions)\n7= 26-50% (apical and marginal lesions)\n9= 51-100% (apical and marginal lesions).";;"categorical";;;0;9;"stress";;;;"added by consie"
;"LSc";"leaf scald";"Causal agent: Monographella albescens (Microdochium oryzae).\n\nSymptoms: The lesions occurs mostly near leaf tips, but sometimes starts at the margin of the blade and develops into large ellipsoid areas encircled by dark-brown, narrow bands accompanied by a light-brown halo.\n\nAt growth stage: 5-8.";"integer";"FALSE";"observation";"active";"Leaf Scald";;"SES 4th Ed. 1996";;;"Scale (Affected leaf area)\n\n0= No incidence\n1= Less than 1% (apical lesions)\n3= 1-5% (apical lesions)\n5= 6-25% (apical and some marginal lesions)\n7= 26-50% (apical and marginal lesions)\n9= 51-100% (apical anf marginal lesions)";;"categorical";;;0;9;"stress";;;;"added by consie"
"SEN_CO_1_9";"Sen";"leaf senescence";"A measure of aging of leaf. Rapid senescence of leaves can be detrimental to yield. It is commonly thought that rapid senescence of leaves can be detrimental to yield if the rice grains have not completely filled. At growth stage: 9. [CO:rs]";"integer";"FALSE";"observation";"active";"Leaf Senescence";"CO_320:0000283";"Crop Ontology";;"Estimated by observing all leaves below the flag leaf for their retention of greenness. Stage: at harvest. [RD:7.3.35]";"1= Very early (all leaves lost their green colour before grain maturity)\n3= Early (all leaves have lost their green colour at harvest)\n5= Intermediate (one leaf still green at harvest)\n7= Late (two or more leaves still green at harvest)\n9= Very late (all leaves still green at harvest). [RD:7.3.35, SES:6]";;"categorical";;;1;9;"agronomic";;;;"added by consie"
"SEN_SES_1_9";"Sen";"leaf senescence";"It is commonly thought that rapid senescence of leaves can be detrimental to yield if the rice grains have not completely filled. At growth stage: 9.";"integer";"FALSE";"observation";"active";"Leaf Senescence";;"SES 4th Ed. 1996";;;"1= Late and slow (leaves have natural green color)\n5= Intermediate (upper leaves yellowing)\n9= Early and fast (all leaves yellow or dead)";;"categorical";;;1;9;"agronomic";;;;"added by consie"
;"LFSC";"leaf sheath color";;"integer";"FALSE";;"active";"Leaf Sheath Color";"CO_320:0000249";;;"Observation at growth stage 3-5. At Growth Stage 3-5;Vegetative Stage. []";"1 = Yellow green\n2 = Light green\n3 = Green\n4 =Dark green\n5 = Light purple to red\n6 = Purple. []";;"categorical";;;1;6;"morphological";;;;
"LW_SCOR_3_7";"LW";"leaf width";"Measurement of the widest portion of the leaf blade just below the flag leaf. Expressed in centimeters. [CO:rs]";"integer";"FALSE";"observation";"active";"Leaf Width";"CO_320:0000269";"crop ontology";;"Measure at the widest portion of the penultimate leaf (i.e. highest leaf below the flag leaf) on the main culm on five representative plants. Calculate average to nearest cm. Cultivated species: measure at early reproductive. Wild species: measure 7 days after anthesis. [RD:7.3.19]";"3= Narrow (<1 cm)\n5= Intermediate\n7= Broad (>2 cm)";;"categorical";;;3;7;"morphological";;;;"weusebio"
"LW_CONT";"LW";"leaf width";"Measurement of the widest portion of the leaf blade just below the flag leaf. Expressed in centimeters. [CO:rs]";"integer";"FALSE";"observation";"active";"Leaf Width";"CO_320:0000269";"SES 4th editon 1996";;"Measure at the widest portion of the penultimate leaf (i.e. highest leaf below the flag leaf) on the main culm on five representative plants. Calculate average to nearest cm. Cultivated species: measure at early reproductive. Wild species: measure 7 days after anthesis.  At Growth stage 6 [RD:7.3.19]";"Measured in cm";;"continuous";;;3;7;"morphological";;;;"added by weusebio"
;;"leaffolder";"The trait is scored for the plant damage caused by leaf folder (Marasmia patnalis). [CO:rs]";;"FALSE";"observation";;"leaf folder";"CO_320:0000201";"Crop Ontology";;;;;"categorical";;;;;"stress";;;;"added by consie"
;"LmPC";"lemma and palea color";;"integer";"FALSE";"observation";"active";"Lemma And Palea Color";"CO_320:0000287";"crop ontology";;"Stage: after anthesis to hard dough stage (pre-ripening stage). [RD:7.4.5]";"1 010 White\n2 012 Green-stripped white\n3 042 Gold and gold furrows\n4 052 Brown (tawny)\n5 053 Brown spots on green\n6 054 Brown furrows on green\n7 056 Blackish brown\n8 060 Green\n9 062 Yellowish green\n10 080 Purple\n11 082 Reddish to light purple\n12 083 Purple shade\n13 090 Purple spots on green\n14 091 Purple furrows on green\n15 100 Black. [RD:7.4.5]";;"discrete";;;1;15;"morphological";"hull color";;;"weusebio"
;"LmPC";"lemma and palea color";;"integer";"FALSE";"observation";"active";"Lemma And Palea Color";;"SES 4th editon 1996";;"Stage: after anthesis to hard dough stage (pre-ripening stage). [RD:7.4.5] At growth stage: 9";"0= Straw\n1= Gold and gold furrows on straw background\n2= Brown spots on straw\n3= Brown furrows on straw\n4= Brown (tawny)\n5= Reddish to light purple\n6= Purple spots on straw\n7= Purple furrows on straw\n8= Purple\n9 =Black\n10 =White ";;"discrete";;;1;10;"morphological";"hull color";;;"added by weusebio"
;"LmPb";"lemma and palea pubescence";"Extent of pubescence (hairs) on the lemma and palea. [CO:rs]";"integer";"FALSE";;"active";"Lemma And Palea Pubescence";"CO_320:0000297";"SES 4th editon 1996";;"At growth stage: 9 [SES:118]";"1 Glabrous\n2 Hairs on lemma keel\n3 Hairs on upper portion\n4 Short hairs\n5 Long hairs (velvety).";;"categorical";;;1;5;"morphological";"hull cover";;;"weusebio"
;"LgC";"ligule color";"Color of the ligule. [CO:rs]";"integer";"FALSE";"observation";"active";"Ligule Color";"CO_320:0000026";"Crop ontology";;"Stage: late vegetative. [RD:7.3.17]";"0 0 Absent (liguleless)\n1 011 Whitish\n2 062 Yellowish green\n3 080 Purple\n4 081 Light purple\n5 084 Purple lines. [RD:7.3.17]";;"categorical";;;0;5;"morphological";;;;"consie"
;"LgC";"ligule color";;"integer";"FALSE";"observation";;"Ligule Color";;"SES 4th editon 1996";;"At growth stage: 4-5";"Code\n\n1= White\n2= Purple lines\n3= Purple";;"categorical";;;1;3;"morphological";;;;"added by consie"
;"LgL";"ligule length";"Actual measurement of ligules from the base of the collar to the tip. Expressed in millimeters. [CO:rs]";"float";"FALSE";"observation";"active";"Ligule Length";"CO_320:0000025";"Crop ontology";;"Measured on five samples from base of collar to the tip of the ligule of the penultimate leaf, i.e. the leaf below the flag leaf. Stage: after anthesis. [RD:7.3.13]";"Measured in mm. [RD:7.3.13]";;"continuous";;;;;"morphological";;;;"consie"
;;"ligule pubescence";"Presence or absence of hairs in ligule. [CO:rs]";;"FALSE";;"active";"Ligule Pubescence";"CO_320:0000263";;;"Visual assessment using hand lens. Stage: after anthesis. [RD:7.3.16]";"1 Glabrous\n2 Partially hirsute: hairs covering less than 50% of the ligule\n3 Mostly or generally hirsute: hairs covering more than\n50% of the ligule. [RD:7.3.16]";;"categorical";;;1;3;"morphological";;;;
;"LS";"ligule shape";"Defines the actual shape of the ligule. [CO:rs]";"integer";"FALSE";"observation";"active";"Ligule Shape";"CO_320:0000027";"Crop Ontology";;"Different scoring systems are used for cultivated and wild species. Stage: late vegetative (cultivated species). Stage: after anthesis (wild species). [RD:7.3.14]";"Cultivated species\n0 Absent\n1 Truncate\n2 Acute to acuminate\n3 2-cleft\n\nWild species\n0 Absent\n1 Fringe of hairs\n2 Truncate\n3 Obtuse or rounded\n4 Emarginate\n5 Acute\n6 Acuminate\n7 2-cleft. [RD:7.3.14]";;"categorical";;;0;7;"morphological";;;;"consie"
"LG_PERC";"LG";"lodging incidence";"Indicates percentage of plants that lodged. At growth stage: 6-9. [CO:rs]";"integer";"FALSE";"observation";"active";"Lodging Incidence";"CO_320:0000080";"Crop Ontology";;;"% of plants that lodged";;"continuous";;;0;100;"agronomic";;;;"added by consie"
"LG_SCOR_1_9";"LG";"lodging incidence";"Indicates percentage of plants that lodged. At growth stage: 6-9.";"integer";"FALSE";"observation";"active";"Lodging Incidence";;;;;;;"continuous";;;1;9;"agronomic";;;;
;;"male sterility group";;"integer";"FALSE";"observation";"active";"Male sterility group";"CO_320:0000325";"Crop Ontology";;;"1= Cytoplasmic-nuclear interaction type\n2= Thermosensitive-genic type (TGMS)\n3= Photoperiod-sensitive genic type (PGMS)\n4= Thermo-photoperiod genic type (TPGMS)\n5= Genetically engineered (transgenic type)\n6= Nuclear type.";;"categorical";;;1;6;"hybrid";;;;"added by consie"
"MAT_CONT";"Mat";"maturity";"Use the number of days from seeding to grain ripening (85% of grains on panicle are mature). At growth stage: 9.";"integer";"FALSE";"observation";"active";"Maturity";;"SES 4th Ed. 1996";;"85% mature grains";"No. of Days";;"continuous";;;;;"agronomic";;;;"checked by consie"
"MISS_Hill_CONT";;"missing hill";"Missing hill per plot";"float";"FALSE";"observation";;"Missing Hill";;;;"Count the missing hills per plot";;;"continuous";;;;;;;;;"added by consie"
"MC_CONT";"MC";"moisture content";"Grain moisture after drying";"float";"FALSE";"observation";;"moisture content";;;;"Record moisture content after drying at 50 degress C";;;"continuous";;;;;;;;;"added by consie"
"MF_CONT";"MF";"moisture factor";"Grain moisture factor at 14%";"float";"FALSE";"observation";;"moisture factor";;;;"Computed as: MF= (100-MC)/86";;;"continuous";;;;;;;;;"added by consie"
;;"narrow brown leaf spot";"The trait is scored for the plant response to the agent Sphaerulina oryzina (Cercospora janseana) causing narrow brown leaf spot. [CO:rs]";"integer";"FALSE";"observation";"active";"Narrow Brown Leaf Spot";"CO_320:0000345";"Crop Ontology";;;"SCALE (Severity: % leaf area diseased)\n\n0= No disease observed\n1= Less than 1%\n3= 1-5%\n5= 6-25%\n7= 26-50%\n9= 51-100%.";;"categorical";;;0;9;"stress";"NBLS";;;"added by consie"
;"NBLS";"narrow brown leaf spot";"Causal agent: Sphaerulina oryzina (Cercospora janseana)";"integer";"FALSE";"observation";"active";"Narrow Brown Leaf Spot";;"SES 4th Ed. 1996";;;"Scale (Affected leaf area)\n\n0= No incidence\n1= Less than 1%\n3= 1-5%\n5= 6-25%\n7= 26-50%\n9= 51-100%";;"categorical";;;1;9;"stress";;;;"added by consie"
;"Nitrogen";"Nitrogen Fertilizer";"Amount of nitrogen fertilizer applied";"integer";"FALSE";"metadata";"active";"Nitrogen Fertilizer applied";;"IRIS";;;"measured in Kg or in grams";;"continuous";;;;;"field management";;;;"added by weusebio"
;;"number of panicles";"Average number of panicles per plant in a study. [CO:rs]";"integer";"FALSE";;"active";"Number Of Panicles";"CO_320:0000240";;;"Record the number of panicles per plant. Stage:early ripening. [RD:7.4.17]";"3 Low\n5 Intermediate\n7 High. [RD:7.4.17]";;"categorical";;;3;7;"morphological";"panicle number";;;
"ROWS_Per_Plot";;"number of rows per plot";"total number of rows per plot";"integer";"FALSE";"metadata";;"number of rows per plot";;;;"Count the number of rows per plot";;;"continuous";;;;;"field management";;;;"added by consie"
"NURSERY";"NURSERY";"NURSERY";"Nursery type";"character varying";"FALSE";"metadata";"active";"Type of Nursery";;"IRIS";;;"Nursery type";;"continuous";;;;;"design factor";;;;"added by weusebio"
;;"Order of entry";"order number of a entry in a study";;"FALSE";;;;;;;;;;;;;;;;;;;"please add details, marko"
;"OTFERT";"Other Fertilizer Applied";"Fertilizer other than nitrogen, phosphorous and potassium applied";"character varying";"FALSE";"metadata";"active";"Other fertilizer applied";;"IRIS";;;"Name of fertilizer";;"continuous";;;;;"field management";;;;"added by weusebio"
;;"outcrossing potential";"It is a measure of percent seed set on the out-pollinated primary panicle. This trait is measured at growth stages 8 and 9. [CO:rs]";"integer";"FALSE";"observation";"active";"outcrossing potential";"CO_320:0000333";"Crop Ontology";;;"Scale Seed set (%) on out-pollinated primary panicles.\n1= Above 30\n3= 20-29.9\n5= 10-19.9\n7= 5-9.9\n9= 0-4.9.";;"categorical";;;1;9;"hybrid";"extent of outcrossing on male sterile lines";;;"added by consie"
;"PnAk";"panicle axis";"Represents the angle of panicle axis whether straight or droopy. [CO:rs]";"integer";"FALSE";;"active";"Panicle Axis";"CO_320:0000423";;;;"1 Straight\n2 Droopy. [SES:112]";;"categorical";;;1;2;"morphological";"panicle axis angle";;;
"PB_SCOR_1_9";"PB";"panicle blast";"Causal agent: Magnaporthe grisea (Pyricularia oryzae).\n\nSymptoms: Dark, necrotic lesions cover partially or completely around the panicle base (node) or the uppermost internode ot the lower part pf panicle axis. The panicles are greyish and have either partially filled or unfilled grains.";"integer";"FALSE";"observation";"active";"Panicle Blast";;"SES 4th Ed. 1996";;"Based on the number of panicles with each scale, compute panicle blast severity (PBS) as follows:\n\n\nPBS = [(10xN1) + (20xN3) + (40xN5) + (70xN7) + (100xN9)]/Total no. of panicles observed, where N1-N9 are the number of panicles with score 1-9.\n\nAt growth stage: 8 (20-25 days after heading).\n\n\nFor the mass evaluation of panicle blast incidence count only the number of panicles with lesion covering completely around node, neck or the lower part of panicle axis (symptom type 7-9).\n\n At growth stage: 8-9.";"Scale (based on symptoms)\n\n0= No visible lesion observed or lesions on only a few pedicels\n1= Lesions on several pedicels or secondary branches\3= Lesion on a few primary branches or the middle part of panicle axis\n5= Lesion partially around the base (node) or the uppermost internode or the lower part of panicle axis near the base\n7= Lesion completely around panicle base or uppermost internode or panicle axis near the base with more than 30% of filled grains\n9= Lesion completely around panicle base or uppermost internode or the panicle axis near the base with less than 30% of filled grains.\n\n\nScale (Incidence of severely infected panicles)\n\n0= No incidence\n1= Less than 5%\n3= 5-10%\n5= 11-25%\n7= 26-50%\n9= More than 50%";;"categorical";;;0;9;"stress";;;;"added by consie"
